"","Business","addresses","Zip.Code","Care.Type","long","lat","geoAddress"
"645","Family Licensed","1204 South Ontario Drive, Salt Lake City, Utah",84104,"Family Licensed",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"646","Residential Certified","640 South 400 East, Salt Lake City, Utah",84111,"Residential Certified",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"647","Avenues Preschool","410 East Third Avenue, Salt Lake City, Utah",84103,"Center Licensed",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"648","Family Licensed","5113 South 3600 West, Taylorsville, Utah",84129,"Family Licensed",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"649","Silver Hills Afterschool Program","5770 West 5100 South, Salt Lake City, Utah",84118,"Exempt Afterschool Program - DWS Approved",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"650","City Academy HEART Program","555 E 200 S, Salt Lake City, Utah",84102,"Exempt Afterschool Program",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"651","City Academy","555 East 200 South, Salt Lake City, Utah",84102,"Exempt Afterschool Program",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"652","Little Rascals Child Care Center","186 East Whitlock Avenue(2500 South), Salt Lake City, Utah",84115,"Center Licensed",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"653","Hilltop Christian School","985 East 10600 South, Sandy, Utah",84094,"Center Licensed",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"654","Granite School District - Granite Peaks High School","501 East 3900 South, Salt Lake City, Utah",84107,"Exempt Afterschool Program",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"655","Beehive Science & Technology Academy","830 E 9400 S, Sandy, Utah",84094,"Exempt Afterschool Program",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"656","Rowland Hall- St. Mark's Beginning School","720 Guardsman Way, Salt Lake City, Utah",84108,"Exempt Afterschool Program",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"657","Children's Academy Preschool Corporation","6910 South Highland Drive (1800 East), Cottonwood Heights, Utah",84121,"Center Licensed",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"658","Residential Certified","1387 West 3630 South, West Valley City, Utah",84119,"Residential Certified",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"659","Residential Certified","6815 W Merrilie Circle, West Valley City, Utah",84128,"Residential Certified",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"660","Residential Certified","6333 West Lago Grande Drive, West Valley City, Utah",84128,"Residential Certified",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"661","Residential Certified","4129 South Mackay Meadows, West Valley City, Utah",84119,"Residential Certified",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"662","Rainy Day Daycare","4069 Sheri Way, West Valley City, Utah",84120,"Family Licensed",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"663","Family, Friends & Neighbor","4070 S 1300 W, Taylorsville, Utah",84123,"Family, Friends & Neighbor",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"664","Emily Sessions","5072 S 1130 W, Taylorsville, Utah",84123,"Family Licensed",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"665","Applepine Country Daycare","844 East 7800 South, Midvale, Utah",84047,"Family Licensed",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"666","Family, Friends & Neighbor","3355 S Hogan St, West Valley City, Utah",84119,"Family, Friends & Neighbor",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"667","Family, Friends & Neighbor","1398 W Rothchild Dr, West Valley City, Utah",84119,"Family, Friends & Neighbor",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"668","Family Licensed","1855 East Severn Drive, Holladay, Utah",84124,"Family Licensed",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"669","Family, Friends & Neighbor","3946 Los Flores St, West Valley City, Utah",84119,"Family, Friends & Neighbor",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"670","Dancing Moose Montessori School - LE","4428 Links Dr, West Valley City, Utah",84120,"Exempt Afterschool Program - DWS Approved",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"671","Sunshine Academy","7373 West 3500 South, Magna, Utah",84044,"Center Licensed",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"672","Sego Littles Toddler Care","1909 E Sego Lily Dr, Sandy, Utah",84092,"Exempt In Home",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"673","Other Facility",", , Utah",NA,"Other Facility",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"674","West Valley City Library","2880 W 3650 S, West Valley City, Utah",84119,"Exempt Center",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"675","Family Licensed","3365 South Diamond Ridge Circle, West Valley City, Utah",84128,"Family Licensed",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"676","Family Licensed","5531 West Bellagio Court, Herriman, Utah",84096,"Family Licensed",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"677","Central City Recreation Center","615 South 300 East, Salt Lake City, Utah",84111,"Center Licensed",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"678","The Children's Home","4547 South 4000 West, West Valley City, Utah",84120,"Center Licensed",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"679","Family Licensed","489 East 3400 South, Salt Lake City, Utah",84115,"Family Licensed",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"680","Family, Friends & Neighbor","373 East Bonnie Lane, Salt Lake City, Utah",84115,"Family, Friends & Neighbor",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"681","Family, Friends & Neighbor","373 E Bonnie Lane, Salt Lake City, Utah",84115,"Family, Friends & Neighbor",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"682","Clayton- SLC Sch. District Extended Day/Year","1471 South 1800 East, Salt Lake City, Utah",84108,"Exempt Afterschool Program",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"683","Uintah After School Program","1571 East 1300 South, Salt Lake City, Utah",84105,"Exempt Afterschool Program",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"684","Meadowlark After School Program","497 North Morton Drive, Salt Lake City, Utah",84116,"Exempt Afterschool Program",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"685","Franklin After School Program","1115 West 300 South, Salt Lake City, Utah",84104,"Exempt Afterschool Program",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"686","Edison After School Program","466 South Cheyenne, Salt Lake City, Utah",84104,"Exempt Afterschool Program",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"687","Indian Hills After School Program","2496 St. Mary's Drive, Salt Lake City, Utah",84108,"Exempt Afterschool Program",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"688","Newman After School Program","1269 North Colorado Street, Salt Lake City, Utah",84116,"Exempt Afterschool Program - DWS Approved",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"689","Whittier After School Program","1600 South 300 East, Salt Lake City, Utah",84115,"Exempt Afterschool Program - DWS Approved",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"690","Rose Park After School Program","1105 West 1000 North, Salt Lake City, Utah",84116,"Exempt Afterschool Program - DWS Approved",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"691","Parkview After School Program","970 South Emery Street, Salt Lake City, Utah",84104,"Exempt Afterschool Program - DWS Approved",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"692","Wasatch After School Program","30 R Street, Salt Lake City, Utah",84103,"Exempt Afterschool Program",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"693","Backman After School Program","601 North 1500 West, Salt Lake City, Utah",84116,"Exempt Afterschool Program",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"694","Riley After School Program","1410 South 800 West, Salt Lake City, Utah",84104,"Exempt Afterschool Program - DWS Approved",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"695","Lincoln After School Program","1090 South Roberta Street, Salt Lake City, Utah",84111,"Exempt Afterschool Program - DWS Approved",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"696","Glendale Middle School After School Program","1430 West Andrew Avenue, Salt Lake City, Utah",84104,"Exempt Afterschool Program",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"697","Beacon Heights After School Program","1850 South 2500 East, Salt Lake City, Utah",84108,"Exempt Afterschool Program",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"698","Hawthorne After School Program","1675 South 600 East, Salt Lake City, Utah",84105,"Exempt Afterschool Program",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"699","Bonneville After School Program","1145 South 1900 East, Salt Lake City, Utah",84108,"Exempt Afterschool Program",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"700","Escalante After School Program","1810 West 900 North, Salt Lake City, Utah",84116,"Exempt Afterschool Program - DWS Approved",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"701","Highland Park After School Program","1738  E 2700 South, Salt Lake City, Utah",84016,"Exempt Afterschool Program",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"702","Washington After School Program","420 North 200 West, Salt Lake City, Utah",84103,"Exempt Afterschool Program - DWS Approved",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"703","Ensign After School Program","775 12th Avenue, Salt Lake City, Utah",84103,"Exempt Afterschool Program",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"704","Dilworth After School Program","1953 South 2100 East, Salt Lake City, Utah",84108,"Exempt Afterschool Program",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"705","Mountain View After School Program","1380 South Navajo Dr., Salt Lake City, Utah",84104,"Exempt Afterschool Program",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"706","Emerson After School Program","1017 East Harrison Avenue, Salt Lake City, Utah",84105,"Exempt Afterschool Program",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"707","Bennion After School Program","429 South 800 East, Salt Lake City, Utah",84102,"Exempt Afterschool Program",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"708","North Star After School Program","1545 North Morton Drive, Salt Lake City, Utah",84116,"Exempt Afterschool Program",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"709","Nibley Park After School Program","2785 South 800 East, Salt Lake City, Utah",84106,"Exempt Afterschool Program - DWS Approved",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"710","Salt Lake County After School Program at Brockbank Jr. High","2935 South 8560 West, Magna, Utah",84044,"Exempt Afterschool Program",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"711","Tina Snow's Daycare","5977 Park Wood Drive, Kearns, Utah",84118,"Family Licensed",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"712","Lit'l Scholars Learning Center Sugarhouse","653 East Simpson Avenue, Salt Lake City, Utah",84106,"Center Licensed",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"713","Fun Time Child Care","1248 South 300 East, Salt Lake City, Utah",84111,"Center Licensed",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"714","The Children's Place","3595 South 3600 West, West Valley City, Utah",84119,"Center Licensed",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"715","Infinite Success Academy","10504 S Redwood Rd, Salt Lake City, Utah",84095,"Center Licensed",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"716","Almost Home Playcare","180 West Winchester Street, Murray, Utah",84107,"Center Licensed",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"717","Philo T. Farnsworth Elementary School","3751 South 4225 West, West Valley City, Utah",84120,"Exempt Afterschool Program - Schoolbased",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"718","Cottonwood High School - Cottonwood Kolt Kids","5715 South 1300 East, Salt Lake City, Utah",84117,"Exempt Center - Schoolbased",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"719","Family, Friends & Neighbor","5283 S Cobble Creek Rd, Murray, Utah",84117,"Family, Friends & Neighbor",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"720","Family, Friends & Neighbor","3260 Franklin Circle, Magna, Utah",84044,"Family, Friends & Neighbor",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"721","Bright Horizons @ U of U Research Park","419 Wakara Way, Salt Lake City, Utah",84108,"Center Licensed",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"722","Monica's Daycare","3856 South Cilma Circle, West Valley City, Utah",84128,"Family Licensed",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"723","SLCAP Head Start - Bellview Elementary","9800 S 800 E, Sandy, Utah",84094,"Exempt Center",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"724","SLCAP Head Start - 1, 2, 3","2825 S 200 E, Salt Lake City, Utah",84115,"Exempt Center",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"725","Family, Friends & Neighbor","2640 W 3360 S, West Valley City, Utah",84119,"Family, Friends & Neighbor",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"726","Copperview Community Center","8446 South Harrison Street, Midvale, Utah",84047,"Center Licensed",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"727","West Jordan High Junior Jags","8136 S 2700 W, West Jordan, Utah",84088,"Exempt Center - Schoolbased",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"728","Family Licensed","3117 West Uintah Ridge Court, Taylorsville, Utah",84129,"Family Licensed",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"729","Odyssey House Children's Services","344 East 100 South, Salt Lake City, Utah",84111,"Center Licensed",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"730","Our Friendship Club","1327 Carousel Street, Salt Lake City, Utah",84116,"Family Licensed",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"731","Promise South Salt Lake - Lincoln Elementary","400 E 3700 S, Salt Lake City, Utah",84115,"Exempt Afterschool Program - DWS Approved",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"732","Kinder Landing","5171 Saddleback Drive, Holladay, Utah",84117,"Family Licensed",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"733","Little Lambs Play & Learn","8575 South 700 East, Sandy, Utah",84070,"Center Licensed",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"734","Solitude Mountain Resort Day Care","12000 Big Cottonwood, Solitude, Utah",84121,"Hourly Center Licensed",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"735","Jewish Community Center Out of School Time Center","2 North Medical Drive, Salt Lake City, Utah",84113,"Licensed Afterschool Program",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"736","Family Licensed","9194 South Benson Way, Sandy, Utah",84070,"Family Licensed",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"737","ABC Great Beginnings- Riverton","12523 South 4150 West, Riverton, Utah",84065,"Center Licensed",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"738","Residential Certified","1446 W. Preston Villa Cove, West Jordan, Utah",84088,"Residential Certified",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"739","Family Licensed","4291 South Nielsen Way, West Valley City, Utah",84119,"Family Licensed",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"740","Aneb Sultan","176 N Redwood Rd, Salt Lake City, Utah",84116,"Residential Certified",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"741","Kids Etc. Preschool","9825 South 1300 East, Sandy, Utah",84094,"Center Licensed",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"742","Twenty-Four Seven II","1161 West 2320 South, West Valley City, Utah",84119,"Center Licensed",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"743","St. John's Community Child Development Center","475 East Herbert Avenue, Salt Lake City, Utah",84111,"Center Licensed",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"744","Rooted Academy","11477 S Redwood Rd, South Jordan, Utah",84095,"Center Licensed",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"745","US Dream Academy","1155 S Glendale Dr, Salt Lake City, Utah",84104,"Exempt Afterschool Program",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"746","A Little Ray of Sunshine","4643 South 1175 West, Taylorsville, Utah",84123,"Residential Certified",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"747","Glendale-Mountain View Community Learning Center","1388 S Navajo St, Salt Lake City, Utah",84104,"Exempt Center",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"748","Lincoln Elementary School - Granite School District","450 East 3700 South, Salt Lake City, Utah",84115,"Exempt Afterschool Program",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"749","Family Licensed","10285 Sage Spring Circle, South Jordan, Utah",84009,"Family Licensed",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"750","Talbots Day Care","908 Rosebud Court, Draper, Utah",84020,"Family Licensed",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"751","Bell View/Edgemont After School Program","9800 S 800 E, Sandy, Utah",84094,"Exempt Afterschool Program",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"752","Family Licensed","448 East Knollcrest Street, Murray, Utah",84107,"Family Licensed",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"753","Boys and Girls Club of South Valley","P.O. Box 57071, Murray, Utah",84157,"Center Licensed",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"754","Family Licensed","8687 South Jenkins Lane, West Jordan, Utah",84088,"Family Licensed",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"755","Allen's Preschool","4708 South 200 West, Murray, Utah",84107,"Center Licensed",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"756","Redwood Rec Summer Camp","3060 South Lester Street, West Valley City, Utah",84119,"Licensed Afterschool Program",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"757","Family, Friends & Neighbor","7205 Apple Honey Ln, Midvale, Utah",84047,"Family, Friends & Neighbor",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"758","All My Kids Child Care","2550 East Venus Circle, Salt Lake City, Utah",84124,"Family Licensed",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"759","Tilley Time II","4579 South 1175 West, Taylorsville, Utah",84123,"Center Licensed",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"760","UCA Meadowbrook","1307 South 900 West, Salt Lake City, Utah",84104,"Center Licensed",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"761","UCA - Mountain View Elementary School","1307 S 900 W, Salt Lake City, Utah",84104,"Exempt Afterschool Program - DWS Approved",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"762","Family Licensed","4796 River Meadow Way, Taylorsville, Utah",84123,"Family Licensed",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"763","Midvale Middle School/ Teen Center/Boys & Girls  Club of S.V.","7852 Pioneer Street, Midvale, Utah",84047,"Exempt Afterschool Program",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"764","Our Little Rug Ratz Daycare","3884 Sout 6580 West, West Valley City, Utah",84128,"Family Licensed",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"765","Family, Friends & Neighbor","463 E 5600 S, Murray, Utah",84107,"Family, Friends & Neighbor",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"766","Family Licensed","2999 Shoreline Drive, West Valley City, Utah",84120,"Family Licensed",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"767","SLCAP Head Start - Neighborhood House","1050 W 500 S, Salt Lake City, Utah",84104,"Exempt Center",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"768","SLCAP Head Start - Salt Lake City (3900 S)","336 E 3900 S, Salt Lake City, Utah",84115,"Exempt Center",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"769","Utah Community Action Head Start - Meadowbrook","3900 S 400 W, Salt Lake City, Utah",84107,"Exempt Center",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"770","Utah Community Action Head Start - Midvale","328 W 8000 S, Midvale, Utah",84074,"Exempt Center",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"771","SLCAP Head Start - Taylorsville","4600 S Redwood Rd, Taylorsville, Utah",84123,"Exempt Center",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"772","Boys & Girls Club of Midvale","7830 South Chapel Street, Midvale, Utah",84047,"Exempt Afterschool Program",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"773","Carolyn's In-Home Daycare","5503 Bellagio Court, Herriman, Utah",84096,"Family Licensed",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"774","Sugar House Teen Program Of GSL","968 East Sugamont Drive, Salt Lake City, Utah",84106,"Exempt Afterschool Program",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"775","Boys & Girls Club Sugarhouse Teen Center","968 East Sugarmont Drive, Salt  Lake City, Utah",84106,"Exempt Afterschool Program",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"776","Sophia Hellenic Orthodox School","5341 South Highland Drive, Holladay, Utah",84117,"Exempt Afterschool Program",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"777","Children's Choice, Inc.","10750 South 1300 East, Sandy, Utah",84094,"Center Licensed",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"778","Family, Friends & Neighbor","1636 W Briar Rose Pl, Salt Lake City, Utah",84104,"Family, Friends & Neighbor",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"779","Family Licensed","P.O. Box 65944, Salt Lake City, Utah",84165,"Family Licensed",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"780","Family, Friends & Neighbor","3980 S Constitution Blvd, West Valley City, Utah",84119,"Family, Friends & Neighbor",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"781","The Children's Montessori Garden","2122 East Fort Union Boulevard, Cottonwood Heights, Utah",84121,"Center Licensed",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"782","Family Licensed","8713 S McGinnis Lane, West Jordan, Utah",84081,"Family Licensed",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"783","JoAnna Turner Daycare","6364 South Downhill Road, Taylorsville, Utah",84129,"Family Licensed",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"784","Family Licensed","1125 West Matthews Way, Riverton, Utah",84065,"Family Licensed",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"785","Wasatch Kids Camps","9696 Enos Way, South Jodan, Utah",84095,"Exempt Center",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"786","Mothers Morning Out at Hilltop UMC","10600 South 985 East, Sandy, Utah",84092,"Exempt Center",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"787","Smart Kids","2271 West 6200 South, Taylorsville, Utah",84129,"Center Licensed",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"788","Brighter Horizon Daycare","1220 West Hall Drive, West Jordan, Utah",84084,"Family Licensed",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"789","Kids Life Child Care Center","3818 West 4700 South, West Valley City, Utah",84129,"Center Licensed",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"790","Happy Place Daycare LLC","10341 S Alder Grove Cir, South Jordan, Utah",84095,"Family Licensed",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"791","Miss Swendy's Day School, Inc.","P.O. Box 999, West Jordan, Utah",84084,"Center Licensed",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"792","Salt Lake County After School Program at Kearns Jr. High","4040 West 5305 South, Kearns, Utah",84118,"Exempt Afterschool Program",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"793","East High School After School Tutoring","840 S 1300 E, Salt Lake City, Utah",84108,"Exempt Afterschool Program",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"794","Family, Friends & Neighbor","3729 Baneberry Ln, Taylorsville, Utah",84129,"Family, Friends & Neighbor",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"795","Family, Friends & Neighbor","780 N Sonata St, Salt Lake City, Utah",84116,"Family, Friends & Neighbor",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"796","Amy's Daycare","4438 S Dean Circle, West Valley City, Utah",84120,"Family Licensed",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"797","Little Hands Daycare","5491 South Walden Glen Dr., Murray, Utah",84123,"Family Licensed",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"798","Family Licensed","5586 South Tropicana Drive, Taylorsville, Utah",84129,"Family Licensed",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"799","Sunshine Academy WVC","4059 South 4000 West, West Valley City, Utah",84120,"Center Licensed",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"800","Small World Child Care, Inc.","4130 South 3600 West, West Valley City, Utah",84119,"Center Licensed",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"801","Residential Certified","4246 South 6485 West, West Valley City, Utah",84128,"Residential Certified",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"802","Residential Certified","4878 S Stone Crest Drive, Murray, Utah",84107,"Residential Certified",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"803","Concordia Learning Center","13249 S Redwood Rd, Riverton, Utah",84065,"Center Licensed",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"804","Salt Lake City Public Library","210 E 400 S, Salt Lake city, Utah",84111,"Exempt Center",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
